ID,ID список профессий,№ группы,Вес профессии в соответсвии,Уровень должности,Вес профессии в уровне,Наименование професии и различные написания
370,75,20,0,2,0,Ведущий специалист по закупкам и снабжению
371,75,20,0,2,0,Ведущий специалист отдела закупок
372,75,20,0,2,1,Ведущий специалист по закупкам
373,75,20,0,3,0,"Старший менеджер по поставкам / закупкам
"
374,75,20,0,3,0,"Заместитель руководителя отдела закупок
"
375,75,20,0,3,1,"Заместитель директора по закупкам
"
376,75,20,0,4,0,Руководитель отдела закупок
377,75,20,0,4,0,"Начальник отдела закупок
"
378,75,20,0,4,1,Директор по закупкам
379,76,20,1,0,1,Менеджер по импорту
380,76,20,0,0,0,Менеджер по работе с импортом
381,76,20,0,1,1,Менеджер по работе с импортом стажер
382,76,20,0,2,1,Младший менеджер по работе с импортом
383,76,20,0,3,0,Ведущий импорт-менеджер
384,76,20,0,3,1,Ведущий менеджер по импорту
385,76,20,0,4,1,Главный менеджер по импорту
386,77,20,1,0,1,Менеджер по международным перевозкам
387,77,20,0,0,0,Менеджер по международной логистике
388,77,20,0,1,1,Менеджер по международным перевозка стажер
389,77,20,0,2,1,Младший менеджер по международным перевозкам
390,77,20,0,3,1,Ведущий менеджер по международным перевозкам
391,77,20,0,4,1,Главный менеджер по международным перевозкам
392,78,20,1,0,1,Менеджер по перевозкам
393,78,20,0,0,0,Менеджер по перевозкам/логист
394,78,20,0,1,1,Менеджер по перевозкам стажер
395,78,20,0,2,1,Младший менеджер по перевозкам
396,78,20,0,3,1,Ведущий менеджер по перевозкам
397,78,20,0,4,1,Старший менеджер по перевозкам
398,79,21,1,0,1,Кузнец
399,80,21,1,0,1,Кузнец-штамповщик
400,80,21,0,0,0,Кузнец- штамповщик
401,80,21,0,0,0,Кузнец -штамповщик
402,80,21,0,0,0,Кузнец - штамповщик
403,80,21,0,0,0,Кузнец штамповщик
404,80,21,0,1,0,Ученик кузнеца-штамповщика
405,80,21,0,1,1,Кузнец - штамповщик 1 - ого разряда
406,80,21,0,2,1,Кузнец - штамповщик 2 - ого разряда
407,80,21,0,2,1,Кузнец - штамповщик 3 - ого разряда
408,80,21,0,2,1,Кузнец - штамповщик 4 - ого разряда
409,80,21,0,3,1,Кузнец - штамповщик 5 - ого разряда
410,80,21,0,3,1,Кузнец - штамповщик 6 - ого разряда
411,81,21,1,0,1,Кузнец на молотах и прессах
412,81,21,0,0,0,Кузнец на молотах и прессах (на горячих участках работ)
413,81,21,0,1,1,Кузнец на молотах и прессах 1 разряда
414,81,21,0,2,1,Кузнец на молотах и прессах 2 разряда
415,81,21,0,2,1,Кузнец на молотах и прессах 3 разряда
416,81,21,0,2,1,Кузнец на молотах и прессах 4 разряда
417,81,21,0,3,1,Кузнец на молотах и прессах 5 разряда
418,81,21,0,3,1,Кузнец на молотах и прессах 6 разряда
419,82,21,1,0,1,Резчик
420,83,22,1,0,1,Оператор
421,84,22,1,0,1,Оператор автоматических и полуавтоматических линий станков и установок
422,85,22,1,0,1,Оператор металлообрабатывающего оборудования
423,86,22,1,0,1,Оператор лазерного станка
424,87,22,1,0,1,Оператор линии производства
425,88,22,1,0,1,Оператор листогибочного пресса
426,89,22,1,0,1,Оператор станка
427,90,22,1,0,1,Оператор токарного станка
428,91,23,1,0,1,Резчик металла на ножницах и прессах
429,91,23,0,1,1,Резчик металла на ножницах и прессах 1 разряда
430,91,23,0,2,1,Резчик металла на ножницах и прессах 2 разряда
431,91,23,0,2,1,Резчик металла на ножницах и прессах 3 разряда
432,91,23,0,2,1,Резчик металла на ножницах и прессах 4 разряда
433,91,23,0,3,1,Резчик металла на ножницах и прессах 5 разряда
434,91,23,0,3,1,Резчик металла на ножницах и прессах 6 разряда
435,92,23,1,0,1,"Резчик на пилах, ножовках и станках"
436,92,23,0,0,0,"Резчик на пилах,ножовках и станках"
437,92,23,0,1,1,"Резчик на пилах, ножовках и станках 1 разряда"
438,92,23,0,2,1,"Резчик на пилах, ножовках и станках 2 разряда"
439,92,23,0,2,1,"Резчик на пилах, ножовках и станках 3 разряда"
440,92,23,0,2,1,"Резчик на пилах, ножовках и станках 4 разряда"
441,92,23,0,3,1,"Резчик на пилах, ножовках и станках 5 разряда"
442,92,23,0,3,1,"Резчик на пилах, ножовках и станках 6 разряда"
443,93,23,1,0,1,Резьбонарезчик
444,93,23,0,0,0,Резьбонарезчик на спецстанках
445,93,23,0,0,0,Резьбонарезчик на специальных станках
446,94,24,1,0,1,Гибщик
447,94,24,0,0,0,Гибщик листового метала
448,95,24,1,0,1,Гибщик-вальцовщик
449,95,24,0,0,0,Вальцовщик - Гибщик листового металла
450,95,24,0,0,0,Гибщик -вальцовщик
451,95,24,0,0,0,Гибщик- вальцовщик
452,95,24,0,0,0,Гибщик - вальцовщик
453,95,24,0,0,0,Гибщик вальцовщик
454,95,24,0,0,0,Вальцовщик/гибщик
455,96,24,1,0,1,Гибщик труб
456,96,24,0,1,1,Гибщик труб 1 разряда
457,96,24,0,2,1,Гибщик труб 2 разряда
458,96,24,0,2,1,Гибщик труб 3 разряда
459,96,24,0,3,1,Гибщик труб 4 разряда
460,96,24,0,3,1,Гибщик труб 5 разряда
461,97,25,1,0,1,Инженер технолог
462,97,25,0,0,0,Инженер-технолог
463,97,25,0,0,0,Инженер -технолог
464,97,25,0,0,0,Инженер- технолог
465,97,25,0,0,0,Инженер - технолог
466,97,25,0,1,1,Инженер-технолог стажер
467,97,25,0,2,1,Инженер-технолог III категории
468,97,25,0,3,1,Инженер-технолог II категории
469,97,25,0,4,1,Инженер-технолог I категории
470,98,26,1,0,1,Термист
471,98,26,0,1,1,Термист 1 разряда
472,98,26,0,2,1,Термист 2 разряда
473,98,26,0,2,1,Термист 3 разряда
474,98,26,0,2,1,Термист 4 разряда
475,98,26,0,3,1,Термист 5 разряда
476,98,26,0,3,1,Термист 6 разряда
477,99,27,1,0,1,Техник-конструктор
478,99,27,0,0,0,Техник- конструктор
479,99,27,0,0,0,Техник -конструктор
480,99,27,0,0,0,Техник - конструктор
481,99,27,0,0,0,Техник конструктор
482,99,27,0,1,1,Техник-конструктор стажер
483,99,27,0,2,1,Техник-конструктор II категории
484,99,27,0,3,1,Техник-конструктор I категории
485,100,28,1,0,1,Литейщик
486,101,28,1,0,1,Литейщик пластмасс
487,101,28,0,0,0,Формовщик-литейщик пластмасс
488,101,28,0,0,0,Литейщик изделий из пластмасс
489,101,28,0,1,1,Литейщик пластмасс 1-го разряда
490,101,28,0,2,1,Литейщик пластмасс 2-го разряда
491,101,28,0,2,1,Литейщик пластмасс 3-го разряда
492,101,28,0,2,1,Литейщик пластмасс 4-го разряда
493,101,28,0,3,1,Литейщик пластмасс 5-го разряда
494,101,28,0,3,1,Литейщик пластмасс 6-го разряда
495,102,28,1,0,1,Литейщик металлов и сплавов
496,102,28,0,1,1,Литейщик металлов и сплавов 1 разряда
497,102,28,0,2,1,Литейщик металлов и сплавов 2 разряда
498,102,28,0,2,1,Литейщик металлов и сплавов 3 разряда
499,102,28,0,2,1,Литейщик металлов и сплавов 4 разряда
500,102,28,0,3,1,Литейщик металлов и сплавов 5 разряда
501,102,28,0,3,1,Литейщик металлов и сплавов 6 разряда
502,103,29,1,0,1,Химик-технолог
503,103,29,0,0,0,Химик- технолог
504,103,29,0,0,0,Химик -технолог
505,103,29,0,0,0,Химик - технолог
506,103,29,0,0,0,Химик технолог
507,103,29,0,1,1,Химик-технолог стажер
508,103,29,0,2,1,Младший химик-технолог
509,103,29,0,3,1,Ведущий химик-технолог
510,103,29,0,4,1,Главный химик-технолог
511,104,29,1,0,1,Лаборант химического анализа
512,104,29,0,1,1,Лаборант химического анализа 1 разряда
513,104,29,0,2,1,Лаборант химического анализа 2 разряда
514,104,29,0,2,1,Лаборант химического анализа 3 разряда
515,104,29,0,3,1,Лаборант химического анализа 4 разряда
516,104,29,0,3,1,Лаборант химического анализа 5 разряда
517,104,29,0,4,1,Лаборант химического анализа 6 разряда
518,104,29,0,4,1,Лаборант химического анализа 7 разряда
519,105,29,1,0,1,Лаборант спектрального анализа
520,105,29,0,1,1,Лаборант спектрального анализа 1 разряда
521,105,29,0,1,1,Лаборант спектрального анализа 2 разряда
522,105,29,0,2,1,Лаборант спектрального анализа 3 разряда
523,105,29,0,2,1,Лаборант спектрального анализа 4 разряда
524,105,29,0,2,1,Лаборант спектрального анализа 5 разряда
525,105,29,0,3,1,Лаборант спектрального анализа 6 разряда
526,105,29,0,3,0,Лаборант спектрального анализа 7 разряда
527,106,29,1,0,1,Лаборант металлографического анализа
528,106,29,0,1,1,Лаборант металлографического анализа 1 разряда
529,106,29,0,2,1,Лаборант металлографического анализа 2 разряда
530,106,29,0,2,1,Лаборант металлографического анализа 3 разряда
531,106,29,0,3,1,Лаборант металлографического анализа 4 разряда
532,106,29,0,3,1,Лаборант металлографического анализа 5 разряда
533,107,29,1,0,1,Лаборант неразрушающего метода контроля
534,108,29,1,0,1,Лаборант механических испытаний
535,108,29,0,0,0,Лаборант по физико-механическим испытаниям
536,108,29,0,1,1,Лаборант по физико-механическим испытаниям 1-го разряда
537,108,29,0,2,1,Лаборант по физико-механическим испытаниям 2-го разряда
538,108,29,0,2,1,Лаборант по физико-механическим испытаниям 3-го разряда
539,108,29,0,2,1,Лаборант по физико-механическим испытаниям 4-го разряда
540,108,29,0,3,1,Лаборант по физико-механическим испытаниям 5-го разряда
541,108,29,0,3,1,Лаборант по физико-механическим испытаниям 6-го разряда
542,109,29,1,0,1,Бригадир
543,109,29,0,0,0,Бригадир объектов
544,110,30,1,0,1,Слесарь механосборочных работ
545,110,30,0,0,0,Слесарь механосборочных работ (МСР)
546,110,30,0,1,1,Слесарь механосборочных работ 1 разряда
547,110,30,0,2,1,Слесарь механосборочных работ 2 разряда
548,110,30,0,2,1,Слесарь механосборочных работ 3 разряда
549,110,30,0,2,1,Слесарь механосборочных работ 4 разряда
550,110,30,0,3,1,Слесарь механосборочных работ 5 разряда
551,110,30,0,3,1,Слесарь механосборочных работ 6 разряда
552,111,30,1,0,1,Слесарь-моторист
553,111,30,0,0,0,Слесарь -моторист
554,111,30,0,0,0,Слесарь- моторист
555,111,30,0,0,0,Слесарь - моторист
556,111,30,0,0,0,Слесарь моторист
557,111,30,0,0,0,Моторист/слесарь
558,111,30,0,1,1,Слесарь-моторист 1 разряда
559,111,30,0,2,1,Слесарь-моторист 2 разряда
560,111,30,0,2,1,Слесарь-моторист 3 разряда
561,111,30,0,2,1,Слесарь-моторист 4 разряда
562,111,30,0,3,1,Слесарь-моторист 5 разряда
563,111,30,0,3,1,Слесарь-моторист 6 разряда
564,112,30,1,0,1,Слесарь МСР
565,112,30,0,0,0,Слесарь механосборочных работ
566,112,30,0,0,0,Слесарь механосборочных работ (МСР)
567,112,30,0,1,1,Слесарь механосборочных работ 1 разряда
568,112,30,0,2,1,Слесарь механосборочных работ 2 разряда
569,112,30,0,2,1,Слесарь механосборочных работ 3 разряда
570,112,30,0,2,1,Слесарь механосборочных работ 4 разряда
571,112,30,0,3,1,Слесарь механосборочных работ 5 разряда
572,112,30,0,3,1,Слесарь механосборочных работ 6 разряда
573,113,30,1,0,1,Слесарь-универсал
574,113,30,0,0,0,Слесарь -универсал
575,113,30,0,0,0,Слесарь- универсал
576,113,30,0,0,0,Слесарь - универсал
577,113,30,0,0,0,Слесарь универсал
578,113,30,0,1,1,Слесарь-универсал 1 разряда
579,113,30,0,2,1,Слесарь-универсал 2 разряда
580,113,30,0,2,1,Слесарь-универсал 3 разряда
581,113,30,0,2,1,Слесарь-универсал 4 разряда
582,113,30,0,3,1,Слесарь-универсал 5 разряда
583,113,30,0,3,1,Слесарь-универсал 6 разряда
584,113,30,0,4,1,Слесарь-универсал 7 разряда
585,113,30,0,4,1,Слесарь-универсал 8 разряда
586,114,31,1,0,1,Автомаляр
587,114,31,0,1,0,Автомаляр / Ученик маляра
588,114,31,0,1,0,Автомаляр / помощник автомаляра
589,114,31,0,1,0,"Ученик автомаляра
"
590,114,31,0,1,1,Автомаляр 1 разряда
591,114,31,0,2,1,Автомаляр 2 разряда
592,114,31,0,2,1,Автомаляр 3 разряда
593,114,31,0,2,1,Автомаляр 4 разряда
594,114,31,0,3,1,Автомаляр 5 разряда
595,114,31,0,3,1,Автомаляр 6 разряда
596,115,31,1,0,1,Автомаляр-подготовщик
597,115,31,0,0,0,Автомаляр -подготовщик
598,115,31,0,0,0,Автомаляр- подготовщик
599,115,31,0,0,0,Автомаляр - подготовщик
600,115,31,0,0,1,Автомаляр подготовщик
601,115,31,0,1,1,Автомаляр-подготовщик стажер
602,115,31,0,2,1,Младший автомаляр-подготовщик
603,115,31,0,3,1,Старший автомаляр-подготовщик
604,116,31,1,0,1,Маляр по металлу
605,116,31,0,1,1,Маляр по металлу 1 разряд
606,116,31,0,2,1,Маляр по металлу 2 разряд
607,116,31,0,2,1,Маляр по металлу 3 разряд
608,116,31,0,2,1,Маляр по металлу 4 разряд
609,116,31,0,3,1,Маляр по металлу 5 разряд
610,116,31,0,3,1,Маляр по металлу 6 разряд
611,117,32,1,0,1,Колорист
612,117,32,0,0,0,Маляр-колорист
613,117,32,0,0,0,Колорист автоэмалей
614,117,32,0,1,0,Ученик колориста автоэмалей/Колорист
615,117,32,0,1,1,Колорист 1 разряда
616,117,32,0,2,1,Колорист 2 разряда
617,117,32,0,2,1,Колорист 3 разряда
618,117,32,0,2,1,Колорист 4 разряда
619,117,32,0,3,1,Колорист 5 разряда
620,117,32,0,3,1,Колорист 6 разряда
621,118,33,1,0,1,Художник-аэрографист
622,118,33,0,0,0,Художник- аэрографист
623,118,33,0,0,0,Художник -аэрографист
624,118,33,0,0,0,Художник - аэрографист
625,118,33,0,0,0,Художник аэрографист
626,118,33,0,1,1,Художник-аэрографист стажер
627,118,33,0,2,1,Младший художник-аэрографистий 
628,118,33,0,3,1,Старший художник-аэрографистий 
629,119,34,1,0,1,Полировщик
630,119,34,0,0,0,Полировщик автомобилей
631,119,34,0,1,1,Полировщик стажер
632,119,34,0,2,1,Младший полировщик
633,119,34,0,3,1,Старший полировщик
634,120,35,1,0,1,Слесарь
635,120,35,0,1,1,Слесарь 1 разряда
636,120,35,0,2,1,Слесарь 2 разряда
637,120,35,0,2,1,Слесарь 3 разряда
638,120,35,0,2,1,Слесарь 4 разряда
639,120,35,0,3,1,Слесарь 5 разряда
640,120,35,0,3,1,Слесарь 6 разряда
641,120,35,0,4,1,Слесарь 7 разряда
642,120,35,0,4,1,Слесарь 8 разряда
643,121,35,1,0,1,Слесарь по ремонту автомобилей
644,121,35,0,0,0,Автослесарь
645,121,35,0,1,1,Слесарь по ремонту автомобилей 1 разряд
646,121,35,0,2,1,Слесарь по ремонту автомобилей 2 разряд
647,121,35,0,2,1,Слесарь по ремонту автомобилей 3 разряд
648,121,35,0,2,1,Слесарь по ремонту автомобилей 4 разряд
649,121,35,0,3,1,Слесарь по ремонту автомобилей 5 разряд
650,121,35,0,3,1,Слесарь по ремонту автомобилей 6 разряд
651,121,35,0,4,1,Слесарь по ремонту автомобилей 7 разряд
652,122,36,1,0,1,Автомеханик
653,122,36,0,0,0,"Мастер ремонтной зоны по техническому обслуживанию, ремонту автотранспортных средств (АТС) и их компонентов"
654,122,36,0,1,0,Автомеханик/ученик автомеханика
655,122,36,0,1,0,Ученик автомеханика
656,122,36,0,1,1,Ученик автомеханика (Стажер)
657,122,36,0,2,1,Ведущий автомеханик
658,122,36,0,3,1,Главный автомеханик
659,123,36,1,0,1,Автомеханик-автослесарь
660,123,36,0,0,0,Автомеханик -автослесарь
661,123,36,0,0,0,Автомеханик- автослесарь
662,123,36,0,0,0,Автомеханик - автослесарь
663,123,36,0,0,0,Автомеханик автослесарь
664,123,36,0,0,0,Автомеханик / Автослесарь
665,123,36,0,0,0,"Автомеханик (автослесарь)
"
666,123,36,0,0,0,Автомеханик / автослесарь
667,123,36,0,0,0,"Автослесарь-автомеханик
"
668,123,36,0,0,0,Автослесарь -автомеханик
669,123,36,0,0,0,Автослесарь- автомеханик
670,123,36,0,0,0,Автослесарь - автомеханик
671,123,36,0,0,0,Автослесарь автомеханик
672,123,36,0,1,1,Автомеханик-автослесарь стажер
673,123,36,0,2,1,Ведущий автомеханик-автослесарь
674,123,36,0,3,1,Главный автомеханик-автослесарь
675,124,36,1,0,1,Электромеханик по средствам автоматики и приборам технологического оборудования
676,124,36,0,1,1,Электромеханик по средствам автоматики и приборам технологического оборудования 1 разряд
677,124,36,0,2,1,Электромеханик по средствам автоматики и приборам технологического оборудования 2 разряд
678,124,36,0,2,1,Электромеханик по средствам автоматики и приборам технологического оборудования 3 разряд
679,124,36,0,2,1,Электромеханик по средствам автоматики и приборам технологического оборудования 4 разряд
680,124,36,0,3,1,Электромеханик по средствам автоматики и приборам технологического оборудования 5 разряд
681,124,36,0,3,1,Электромеханик по средствам автоматики и приборам технологического оборудования 6 разряд
682,124,36,0,4,1,Электромеханик по средствам автоматики и приборам технологического оборудования 7 разряд
683,124,36,0,4,1,Электромеханик по средствам автоматики и приборам технологического оборудования 8 разряд
684,125,37,1,0,1,Мехатроник
685,125,37,0,0,0,Специалист по мехатронным системам автомобиля
686,125,37,0,0,0,Автомехатроник по ремонту автотранспортных средств (АТС)
687,125,37,0,0,0,Автомехатроник
688,125,37,0,0,0,Специалист по мехатронике в автомобилестроении
689,125,37,0,0,0,Техник-мехатроник
690,125,37,0,1,1,Стажер мехатроник
691,125,37,0,2,1,Младший мехатроник
692,125,37,0,3,1,Ведущий мехатроник
693,126,38,1,0,1,Электромонтер
694,126,38,0,0,0,Дежурный электромонтер
695,126,38,0,0,0,Электромонтер по ремонту и обслуживанию электрооборудования
696,126,38,0,1,1,Электромонтер по ремонту и обслуживанию электрооборудования 1-го разряда
697,126,38,0,2,1,Электромонтер по ремонту и обслуживанию электрооборудования 2-го разряда
698,126,38,0,2,1,Электромонтер по ремонту и обслуживанию электрооборудования 3-го разряда
699,126,38,0,2,1,Электромонтер по ремонту и обслуживанию электрооборудования 4-го разряда
700,126,38,0,3,1,Электромонтер по ремонту и обслуживанию электрооборудования 5-го разряда
701,126,38,0,3,1,Электромонтер по ремонту и обслуживанию электрооборудования 6-го разряда